W_REGN,W_PSU,W_HHID,SFILLER,SET1,SET2,SREL,SSEX,SAGE,TLEFT,DATE_LEFT_MONTH,DATE_LEFT_YEAR,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,INDWORK,OCCUP,NOMONTH,RET,DATE_RETURNED_MONTH,DATE_RETURNED_YEAR,DATE_EXPECTED_MONTH,DATE_EXPECTED_YEAR,CASHREM,CASHAMT,MODE,RETAPSEP,CASHHOME,KINDREM,KINDAMT,SWGT,PRRCD,LFS_IND,P6M_IND
02,3126005000,06940193,0014251070175702,01,01,3,2,27,01,12,2002,1,6,0231,1,094,10,1,9131,09,2,,,10,2003,1,024000,4,2,,2,,00290.1361,,2,1
02,3126017002,06970005,0012241040176602,01,01,2,2,33,03,04,2003,2,4,0210,1,089,24,1,5139,29,2,,,04,2005,1,019000,1,2,,2,,00349.0993,,1,1
02,3126017002,06980027,0012241040176602,01,01,2,2,37,01,02,2003,2,4,0210,1,039,24,1,9131,07,2,,,02,2005,1,030000,4,2,,2,,00319.0098,,1,1
02,3126017002,07010093,0012241040176602,01,01,3,2,24,01,12,2002,1,7,4115,3,052,06,1,9322,09,2,,,12,2004,1,100000,1,2,,2,,00326.1215,,1,1
02,3126017002,07060197,0012241040176602,01,01,2,2,38,02,07,2001,2,4,5132,1,053,88,1,9131,44,2,,,88,8888,1,020000,4,2,,2,,00319.0098,,1,1
02,3126017002,07080239,0012241040176602,01,01,2,2,33,03,06,2002,2,4,0210,1,094,24,1,9131,46,1,04,2003,,,2,,,1,020000,2,,00293.1231,,2,1
02,3127009000,07490017,0014212060177402,01,01,2,2,42,02,03,1999,2,3,6112,1,054,57,1,9131,54,2,,,12,2003,1,010000,4,2,,2,,00288.7040,,1,1
02,3127009000,07610180,0014212060177402,02,03,3,2,37,01,11,2002,2,4,0210,1,094,24,1,9131,10,2,,,11,2004,1,025000,1,2,,2,,00288.7040,,1,1
02,3127009000,07610180,0014212060177402,01,03,3,2,39,03,11,2001,1,4,0210,1,039,24,1,9131,54,1,05,2003,,,1,012000,4,1,015000,1,030000,00288.7040,,1,1
02,3127009000,07610180,0014212060177402,03,03,4,2,22,01,11,2002,2,6,0210,1,094,24,1,9131,10,2,,,11,2004,1,025000,1,2,,2,,00295.1400,,1,1
02,3129002000,07700136,0011232200178602,01,01,2,2,39,01,06,2002,2,2,0210,1,039,24,1,9131,16,2,,,06,2004,1,078000,1,2,,2,,00287.5718,,1,1
02,3129002000,07780342,0011232200178602,01,01,3,2,22,01,01,2003,1,4,0232,1,104,24,1,9131,09,2,,,01,2005,1,120000,1,2,,2,,00293.9826,,1,1
02,3130002000,07880183,0014261170179302,01,01,2,2,50,01,08,2001,2,4,1314,1,046,48,1,5133,26,2,,,08,2005,1,050000,1,2,,2,,00283.5353,,1,1
02,3130002000,07940355,0014261170179302,01,01,2,2,38,01,12,1998,2,3,9211,1,046,48,1,5133,57,1,09,2003,,,1,032400,1,1,054000,2,,00296.3211,,1,1
02,3130010000,08190098,0012252190179202,01,01,2,2,29,01,03,2000,2,4,9211,1,051,41,1,9131,41,1,08,2003,,,2,,,1,018600,2,,00264.4963,,2,1
02,3130012000,08250136,0013262230179402,01,01,3,1,33,01,11,2000,2,6,4190,1,046,36,1,5133,34,2,,,11,2003,1,015595,1,2,,2,,00314.4970,,1,1
02,3130018000,08380027,0014242190179402,01,01,3,2,26,02,08,2001,1,4,5220,1,082,24,1,9131,48,1,08,2003,,,1,013000,4,1,020000,2,,00333.7925,,1,1
02,3130018000,08430138,0014242190179102,01,01,2,2,28,01,04,2003,2,3,0210,1,053,24,1,9131,05,2,,,04,2005,2,,,2,,2,,00333.7925,,1,1
02,3130018000,08440159,0014242190179102,01,01,3,2,21,01,03,2003,1,5,5220,1,053,24,1,9131,06,2,,,03,2005,2,,,2,,2,,00310.7816,,1,1
02,3130018000,08500288,0014242190179102,01,01,2,2,24,01,12,2000,2,2,9211,1,051,24,1,9131,24,1,12,2002,,,2,,,2,,2,,00279.3354,,2,2
02,3131039000,08830095,0012272010180002,01,01,3,2,21,01,08,1999,1,4,9131,1,053,60,1,9131,50,2,,,08,2004,1,005000,1,2,,2,,00294.2719,,1,1
02,3132020001,08920027,0014221220182102,01,01,2,1,40,01,07,2000,2,6,1315,6,096,88,1,9211,38,2,,,88,8888,1,090000,1,2,,2,,00294.2196,,1,
02,3132020001,08940072,0014221220182102,01,01,3,2,33,03,01,2003,1,7,4212,1,094,24,1,4212,60,2,,,01,2005,2,,,2,,1,004000,00324.3349,,1,1
02,3132020001,08980172,0014221220182102,01,01,3,2,29,02,01,2002,1,5,3222,1,039,24,1,9131,60,2,,,01,2004,1,052000,1,2,,2,,00324.3349,,1,1
02,3132020001,09000216,0014221220182102,01,01,4,1,36,02,07,2002,2,4,0232,1,089,20,1,9322,66,2,,,03,2004,1,042000,1,2,,2,,00294.2196,,1,1
02,3132020001,09030288,0014221220182102,01,01,2,2,38,02,07,2003,2,4,0210,1,082,24,1,9131,38,2,,,07,2005,1,042000,1,1,007000,1,001000,00295.3909,,1,1
02,3132026000,09110072,0011212250181002,01,01,2,2,38,01,05,2002,2,3,0210,1,094,24,1,9131,16,2,,,05,2004,1,002000,1,2,,2,,00306.7480,,1,1
02,3132026000,09150119,0011212250181002,01,01,2,2,34,02,05,2003,2,4,9131,1,089,36,1,9131,13,2,,,05,2006,1,009000,1,1,060000,2,,00336.8048,,1,1
02,3132038000,09380004,0013242250181102,01,01,3,2,23,01,11,2002,1,6,0210,1,082,24,1,5220,11,2,,,11,2004,1,006000,1,2,,2,,00293.9826,,1,1
02,3132038000,09390011,0013242250181102,01,02,3,2,20,01,12,2002,1,6,0231,1,089,24,1,9131,10,2,,,12,2004,1,030000,1,2,,2,,00310.7816,,1,1
02,3132038000,09390011,0013242250181102,02,02,4,2,35,08,08,2002,2,6,0210,1,039,24,1,9131,13,2,,,08,2004,1,018000,1,2,,2,,00304.0045,,1,1
02,3132038000,09460062,0013242250181102,01,01,2,2,28,01,02,2003,2,4,0231,1,089,24,1,9131,07,2,,,02,2005,1,005000,1,2,,2,,00333.7925,,1,1
02,3135001000,09640106,0013210200185402,01,01,2,2,21,01,08,2003,2,6,9211,1,082,24,2,,,2,,,08,2005,2,,,2,,2,,00293.9826,,1,2
02,3135011003,09870187,0014210090184202,01,01,2,2,40,03,08,2002,2,6,0210,1,039,17,1,9131,60,2,,,01,2004,1,060000,1,2,,2,,00296.5584,,1,1
02,3135013002,09960039,0011210020184302,01,01,2,2,45,03,03,2002,2,6,9131,1,082,24,1,9131,60,2,,,03,2004,1,035000,4,2,,2,,00283.7623,,1,1
02,3135013002,10060206,0011210020184302,01,01,6,1,57,05,03,2003,2,6,9111,1,081,11,1,1422,55,2,,,03,2004,1,048000,4,2,,2,,00319.4648,,1,1
02,3135025005,10200191,0012210130185202,01,01,3,2,25,01,08,2001,1,6,3232,1,081,30,1,3232,26,2,,,02,2004,2,,,2,,2,,00315.7497,,1,1
02,3136001000,10310012,0013252130186602,01,01,2,2,32,01,08,2002,2,2,0210,1,039,26,1,9131,13,2,,,10,2004,1,018000,1,2,,2,,00325.9373,,1,1
02,3136001000,10400053,0013252130186602,01,01,3,2,27,02,02,2003,1,7,3122,1,089,24,1,3122,30,2,,,02,2005,1,025000,1,2,,2,,00325.9373,,1,1
02,3137002000,10490057,0013261110187302,01,01,2,2,45,02,10,1998,2,3,0210,1,039,88,1,9131,59,2,,,88,8888,1,018000,4,2,,2,,00285.2713,,1,1
02,5001009000,00090137,0012221060188602,01,01,2,2,28,01,01,1999,2,3,9211,1,039,36,1,9131,04,1,05,1999,,,2,,,2,,2,,00263.1959,,2,2
02,5001009000,00120186,0012221060188602,01,01,3,2,29,02,04,2003,1,7,1314,1,039,20,1,9131,30,2,,,03,2005,1,039000,1,2,,2,,00314.5065,,1,1
02,5003004002,00190036,0013222190189702,01,01,3,1,23,01,03,2003,1,6,9211,1,039,88,1,8240,07,2,,,88,8888,1,040000,1,2,,2,,00292.8154,,1,1
02,5003004002,00250128,0013222190189702,03,03,3,2,26,01,02,2003,1,7,0210,1,039,88,1,9131,03,2,,,88,8888,2,,,2,,2,,00315.7497,,1,1
02,5003004002,00250128,0013222190189702,01,03,2,2,50,03,04,2002,2,4,0210,1,039,88,1,9131,52,2,,,88,8888,1,030000,1,2,,2,,00275.1635,,1,1
02,5003004002,00250128,0013222190189702,02,03,3,2,28,02,08,2002,1,7,0210,1,039,88,1,9131,38,2,,,88,8888,2,,,2,,2,,00315.7497,,1,1
02,5003004002,00260145,0013222190189702,01,01,3,2,34,02,05,2003,1,2,0210,1,032,88,1,9131,31,2,,,88,8888,1,030000,1,2,,2,,00315.7497,,1,1
02,5003004002,00300206,0013222190189702,01,01,2,2,48,03,06,2002,2,2,0210,1,039,88,1,9131,40,2,,,88,8888,1,040000,1,2,,2,,00275.1635,,1,1
02,5003004002,00330258,0013222190189702,01,01,3,2,30,02,11,2002,1,6,0210,1,039,24,1,9131,36,2,,,10,2004,1,050000,1,2,,2,,00315.7497,,1,1
02,5003014000,00350023,0014212110190402,02,03,3,1,30,01,11,2002,2,6,9211,1,089,88,1,8240,11,2,,,88,8888,2,,,2,,2,,00322.3594,,1,1
02,5003014000,00350023,0014212110190402,01,03,3,1,21,01,05,2003,1,6,0231,1,051,88,1,8340,05,2,,,88,8888,1,030000,2,2,,2,,00300.1358,,1,1
02,5003014000,00350023,0014212110190402,03,03,4,2,29,01,11,2002,2,7,0210,1,089,88,1,8240,11,2,,,88,8888,2,,,2,,2,,00323.6434,,1,1
02,5003014000,00370055,0014212110190402,01,01,3,2,22,01,02,2002,1,4,0210,1,039,88,1,9131,20,2,,,88,8888,1,060000,1,2,,2,,00301.3322,,1,1
02,5003014000,00430153,0014212110190402,01,01,4,2,19,01,05,2003,2,4,0210,1,082,24,1,9131,05,2,,,04,2005,1,020000,1,2,,2,,00301.3322,,1,1
02,5003014000,00470230,0014212110190402,01,01,2,2,31,01,09,2002,2,4,0210,1,039,24,1,9131,12,2,,,08,2004,1,060000,1,2,,2,,00323.6434,,1,1
02,5003014000,00480248,0014212110190402,01,01,2,2,33,01,06,2003,2,7,1314,1,094,24,1,9131,04,2,,,05,2005,1,030000,1,2,,2,,00323.6434,,1,1
02,5004001000,00630171,0014221220191502,01,02,3,2,22,01,11,2001,1,4,9131,1,082,60,1,9131,22,2,,,11,2006,1,018000,1,2,,1,003000,00301.6987,,1,1
02,5004001000,00630171,0014221220191502,02,02,6,2,48,03,11,2002,1,4,9211,1,103,60,1,9131,11,2,,,11,2007,2,,,2,,2,,00282.3856,,1,1
02,5004001000,00660220,0014221220191502,01,01,2,2,45,03,04,2003,2,3,9131,1,039,24,1,9131,56,2,,,04,2005,1,025000,4,2,,2,,00282.3856,,1,1
02,5004001000,00670236,0014221220191502,01,01,1,1,33,02,06,2001,2,7,2151,1,069,36,1,2151,51,2,,,06,2004,1,090000,1,2,,2,,00322.7515,,1,1
02,5004017000,00910056,0012222120191702,01,01,3,2,25,02,05,2001,1,6,4141,1,039,31,1,9131,52,2,,,12,2003,1,095000,1,2,,1,038000,00315.7497,,1,1
02,5004017000,00930085,0012222120191702,01,01,6,2,45,01,03,2003,3,4,9131,1,051,24,1,9131,07,2,,,03,2005,1,012000,4,2,,2,,00275.1635,,1,1
02,5004017000,00960130,0012222120191702,01,02,6,1,58,02,09,2003,2,2,6111,6,036,12,1,9132,30,2,,,08,2004,1,025000,4,1,050000,1,020000,00309.7841,,1,
02,5004017000,00960130,0012222120191702,02,02,6,2,53,02,09,2003,2,2,9211,1,036,12,1,9132,30,2,,,08,2004,2,,,2,,2,,00275.1635,,1,1
02,5005011000,01070085,0011211240192302,01,01,1,1,46,02,04,2002,2,3,7123,1,081,36,1,7122,53,2,,,03,2005,1,048000,1,2,,2,,00273.8036,,1,1
02,5005011000,01090133,0011211240192302,01,01,2,2,54,02,04,2001,2,4,6212,1,039,24,1,9131,48,1,03,2003,,,2,,,2,,2,,00263.9761,,2,2
02,5005011000,01140246,0011211240192302,01,01,2,2,32,01,09,2001,2,6,6211,1,039,24,1,9131,24,1,08,2003,,,1,040000,1,1,030000,1,023000,00315.4389,,1,1
02,5005011000,01150266,0011211240192302,01,01,2,2,28,01,02,2000,2,3,9211,1,039,24,1,9131,19,1,02,2002,,,2,,,2,,2,,00263.9761,,2,2
02,5005023000,01280033,0011212230193102,02,03,3,2,37,02,06,2002,2,6,0210,1,039,22,1,9131,42,2,,,04,2004,1,024000,1,2,,2,,00287.5718,,1,1
02,5005023000,01280033,0011212230193102,03,03,3,2,31,02,06,2002,1,6,0231,1,039,22,1,9131,58,2,,,04,2004,1,018000,1,2,,2,,00315.7497,,1,1
02,5005023000,01280033,0011212230193102,01,03,4,2,39,01,08,2000,2,5,9321,1,039,24,1,9131,24,1,07,2002,,,2,,,2,,2,,00287.5718,,1,2
02,5005023000,01310088,0011212230193102,01,01,3,2,40,01,06,2002,1,7,4115,1,039,24,1,9131,15,1,07,2003,,,1,023000,1,1,010000,1,015500,00264.2362,,2,1
02,5005023000,01350154,0011212230193102,01,01,3,2,34,03,06,2002,1,6,0231,1,081,22,1,4115,57,2,,,04,2004,1,018000,1,2,,2,,00315.7497,,1,1
02,5005023000,01390229,0011212230193102,01,01,3,2,38,02,12,2000,1,6,4115,1,039,24,1,9131,50,1,12,2002,,,2,,,2,,2,,00264.2362,,2,2
02,5005023000,01410265,0011212230193102,01,01,3,2,33,02,01,2001,1,6,3133,1,039,47,1,9131,59,2,,,12,2004,1,066000,1,2,,2,,00315.7497,,1,1
02,5005023000,01500403,0011212230193102,01,01,2,2,42,03,07,2003,2,4,0210,1,039,24,1,9131,58,2,,,06,2005,1,012500,1,1,120000,1,010000,00287.5718,,1,1
02,5005025001,01510016,0012211180192602,01,01,1,2,59,01,10,2001,1,7,2412,8,052,00,2,,,1,10,2001,,,2,,,2,,2,,00310.7102,,1,2
02,5005025001,01530055,0012211180192602,01,01,1,1,43,02,10,2000,2,7,6111,1,081,24,1,4211,36,1,12,2002,,,2,,,2,,2,,00263.9761,,2,2
02,5005025001,01580173,0012211180192602,01,01,1,1,37,07,06,2003,2,6,0231,6,096,06,1,9322,36,2,,,12,2003,1,125000,1,1,050000,1,050000,00286.1496,,1,
02,5005025001,01640319,0012211180192602,01,01,3,2,37,02,05,2003,4,6,0210,1,039,11,1,9131,24,2,,,04,2004,1,080000,1,1,015000,1,004000,00287.2887,,1,1
02,5005025001,01680410,0012211180192602,01,01,3,1,39,02,08,2002,2,6,7212,1,080,23,1,7231,12,2,,,07,2004,1,030000,1,2,,2,,00286.1496,,1,1
02,5005025001,01700453,0012211180192602,01,01,6,1,26,02,03,2002,1,4,1314,1,080,15,1,3431,15,1,06,2003,,,1,030000,4,1,030000,2,,00263.9761,,2,1
02,5006015000,01880045,0011221140193802,01,01,3,2,30,02,03,2000,2,7,4111,1,018,88,1,5133,54,2,,,88,8888,1,024000,1,2,,2,,00314.5065,,1,1
02,5013012001,02520035,0013211140197902,01,01,2,2,45,02,05,2002,2,6,0210,1,039,24,1,9131,43,2,,,04,2004,1,052000,1,2,,2,,00274.8926,,1,1
02,5013015000,02710122,0013221300198402,01,01,3,1,25,04,09,2003,1,7,0231,1,035,09,1,3142,44,2,,,05,2004,2,,,2,,2,,00322.7515,,1,1
02,5013015000,02800331,0013221300198402,01,01,1,2,32,01,08,2001,2,5,0231,1,067,12,1,5123,08,1,05,2002,,,2,,,2,,2,,00271.1716,,2,2
02,5013017000,02890070,0011222260198302,01,01,3,2,26,01,02,2000,1,7,9211,1,039,48,1,9131,43,2,,,02,2004,1,027000,1,2,,2,,00315.7497,,1,1
02,5703002000,00030046,0013210200201802,01,01,3,2,60,01,01,2003,1,7,2341,1,035,15,1,9131,08,2,,,04,2004,1,010000,3,2,,2,,00327.4941,,1,1
02,5703002000,00070107,0013210200201802,01,01,3,2,24,01,01,2001,1,6,4141,1,039,88,1,9131,33,2,,,88,8888,2,,,2,,2,,00309.5580,,1,1
02,5703002000,00080123,0013210200201801,01,01,2,2,42,01,06,2002,2,7,0210,1,046,24,1,9131,15,2,,,06,2004,1,051000,5,2,,2,,00302.8075,,1,1
02,5703002000,00120196,0013210200201802,01,03,2,2,57,01,08,2001,2,7,9112,4,096,06,1,7433,06,1,02,2002,,,2,,,2,,2,,00327.4941,,1,2
02,5703002000,00120196,0013210200201802,03,03,3,1,29,03,07,2003,2,6,9151,1,081,12,1,9132,20,2,,,06,2004,1,050000,1,1,450000,1,059540,00331.1592,,1,1
02,5703002000,00120196,0013210200201802,02,03,3,2,30,01,09,2003,1,7,1231,1,081,13,1,5131,00,2,,,10,2004,2,,,2,,2,,00332.4783,,1,1
02,5703002000,00130212,0013210200201802,01,01,2,2,38,02,04,2002,2,4,0210,1,080,24,1,5131,51,2,,,04,2004,1,180000,1,2,,2,,00302.8075,,1,1
02,5703003000,00270159,0012220060201902,01,01,3,2,35,02,08,2002,1,6,0210,1,039,21,1,9131,37,2,,,07,2004,1,010000,4,2,,2,,00288.7040,,1,1
02,5703023000,00760268,0014220180201502,01,01,2,2,47,03,11,2001,2,6,0210,1,039,24,1,9131,60,2,,,12,2003,1,060000,4,2,,2,,00276.2468,,1,1
02,5703023000,00770282,0014220180201502,01,01,2,2,38,01,01,2003,2,7,3434,1,104,24,1,5131,09,2,,,01,2005,1,108000,1,2,,2,,00288.7040,,1,1
02,5704029000,01110323,0011210030202602,01,01,2,2,35,02,05,2003,2,4,9131,1,051,30,1,9131,58,2,,,11,2005,1,003500,1,2,,2,,00297.0485,,1,1
02,5704029000,01140387,0011210030202602,01,01,3,2,31,03,01,2001,1,4,9131,1,095,36,1,9131,60,2,,,01,2004,1,095000,1,2,,2,,00326.1550,,1,1
02,5706006000,01210092,0012210150203602,01,01,3,2,19,01,04,2002,1,4,0231,1,094,24,1,9131,18,2,,,04,2004,1,010500,1,2,,1,002500,00309.5580,,1,1
03,0801003002,00080221,0014211030204302,01,01,2,1,52,03,02,2003,2,4,8324,1,081,13,1,5169,43,2,,,03,2004,1,060000,4,2,,2,,00447.3131,,1,1
03,0801003002,00140383,0014211030204302,01,01,2,1,40,05,01,2003,2,6,7422,1,096,16,1,9151,60,2,,,05,2004,1,300000,4,2,,2,,00467.4844,,1,1
03,0803021001,00400137,0013211240206502,01,01,3,2,25,01,05,2003,1,7,2231,1,095,24,1,2231,04,2,,,05,2004,1,150000,1,2,,2,,00500.6115,,1,1
03,0803021001,00460265,0013211240206502,01,01,2,1,41,05,06,2003,2,7,1449,1,066,08,1,5122,30,2,,,02,2004,1,075000,1,2,,1,005000,00454.1277,,1,1
03,0804013000,00640190,0012212360207202,01,01,4,1,38,01,02,2002,2,6,2131,1,081,24,1,2131,20,2,,,02,2004,1,063000,1,2,,2,,00453.8652,,1,1
03,0804016001,02680065,0011222360207702,01,01,2,1,44,05,10,2002,2,4,0940,1,056,12,1,7134,55,2,,,10,2003,1,120000,1,2,,2,,00453.0777,,1,1
03,0804016001,02690090,0011222360207702,01,02,1,1,51,02,05,2001,2,2,0940,1,081,12,1,8324,24,1,04,2003,,,2,,,1,026500,2,,00433.5280,,1,1
03,0804016001,02690090,0011222360207702,02,02,2,2,47,01,05,2003,2,4,0210,1,095,88,1,9131,04,2,,,88,8888,1,040000,1,2,,2,,00435.2554,,1,1
03,0804016001,02740231,0011222360207702,01,01,2,2,26,04,08,2003,2,4,0940,1,052,06,1,3473,13,2,,,02,2004,1,040500,1,1,250000,1,012000,00499.4540,,1,1
03,0804021002,00830316,0013221320207802,01,01,2,2,30,01,09,2003,2,4,0210,1,052,06,1,2453,00,2,,,03,2004,2,,,2,,2,,00500.3222,,1,1
03,0804021002,00850392,0013221320207802,01,01,2,1,56,99,99,9999,2,4,9999,1,999,99,9,9999,99,9,99,9999,,,9,999999,9,9,999999,9,999999,00490.8651,,1,2
03,0804021002,00890541,0013221320207802,02,02,4,1,30,01,03,2002,2,5,7231,1,094,24,1,7231,18,2,,,03,2004,1,075000,1,2,,2,,00498.3379,,1,1
03,0804021002,00890541,0013221320207802,01,02,2,1,51,04,08,2003,2,4,7133,1,094,12,1,7133,48,2,,,08,2004,1,080000,1,1,050000,1,002000,00434.2816,,1,1
03,0805009000,00950035,0014212250209902,01,01,1,1,60,02,09,2002,2,7,4133,1,024,12,1,2142,60,1,09,2003,,,1,120000,1,1,080000,2,,00456.8882,,2,1
03,0805009000,00960044,0014212250209902,01,01,2,1,66,03,09,2003,2,2,0940,6,018,88,1,4131,60,2,,,88,8888,1,125000,1,1,050000,2,,00460.9960,,1,
03,0805019000,01160207,0013222270209702,01,01,2,1,42,02,07,2002,2,5,7212,1,056,13,1,7212,36,1,08,2003,,,1,120000,1,1,030000,1,001000,00453.0777,,1,1
03,0805019000,01220363,0013222270209702,01,01,3,1,24,01,06,2001,1,4,0940,1,081,88,1,5123,24,2,,,88,8888,1,015000,1,2,,2,,00463.1769,,1,1
03,0805021000,01330080,0014221130209502,01,01,2,1,40,01,10,2002,2,4,9211,1,081,24,1,7212,12,2,,,10,2004,1,060000,1,2,,2,,00453.8652,,1,1
03,0807004003,01740259,0011211100211702,01,01,2,1,38,05,12,2002,2,7,2159,1,050,10,1,2159,60,2,,,10,2003,1,360000,1,2,,2,,00467.4844,,1,1
03,0807013002,01990062,0012221050211202,01,01,2,1,39,02,10,1999,2,7,2152,1,081,24,1,2152,56,2,,,09,2005,1,010000,1,2,,2,,00453.8652,,1,1
03,0807013002,02030226,0012221050211202,02,02,4,2,34,02,06,2003,2,4,0940,1,039,12,1,9131,21,2,,,05,2004,1,060000,1,2,,2,,00500.3222,,1,1
03,0807013002,02030226,0012221050211202,01,02,3,1,34,02,06,2003,2,4,7212,1,081,12,1,7212,07,2,,,05,2004,1,040000,1,2,,2,,00498.3379,,1,1
03,0808004001,02120052,0014222090213102,01,01,3,1,39,03,05,2002,2,6,0920,1,033,12,1,8340,27,1,02,2003,,,2,,,2,,2,,00456.0955,,2,2
03,0808004001,02190275,0014222090213102,01,01,2,1,47,04,07,2003,2,7,2154,1,094,12,1,2154,46,2,,,06,2004,1,265000,1,1,080000,1,055000,00433.5280,,1,1
03,0809026000,02280035,0011212170214302,01,01,2,1,45,05,07,2003,2,4,7212,1,081,12,1,7212,51,2,,,06,2004,1,045000,4,1,155000,2,,00448.7576,,1,1
03,0811001000,02610508,0011222130216002,01,01,2,1,36,02,06,2003,2,6,7241,1,081,10,1,7241,16,2,,,03,2004,1,024000,1,1,030000,2,,00453.8652,,1,1
03,1401006000,00140435,0012241180217502,01,01,3,2,42,02,06,2003,3,3,7435,1,082,88,1,5151,52,2,,,88,8888,1,019000,4,2,,2,,00454.3542,,1,1
03,1403005004,00480334,0012222040219502,01,01,4,2,30,01,01,2002,2,4,0210,1,021,24,1,9131,14,1,03,2003,,,2,,,2,,2,,00498.8753,,1,2
03,1403005004,00500399,0012222040219502,01,01,1,2,60,05,12,2002,2,2,7123,1,081,24,1,7123,72,2,,,12,2004,1,060000,1,2,,2,,00491.3968,,1,1
03,1403007001,00590161,0013231160219602,01,01,3,2,28,01,11,2002,1,5,8256,1,081,88,1,7123,10,2,,,88,8888,1,004000,1,2,,2,,00499.4540,,1,1
03,1403014002,00960282,0013211180219802,01,01,2,1,42,02,09,2003,2,4,5122,1,095,24,1,5122,24,2,,,09,2005,1,048000,1,1,100000,1,021500,00458.8527,,1,1
03,1403028001,01260085,0012222180221202,01,01,3,1,25,01,03,2003,2,3,7433,1,081,12,1,7433,06,1,09,2003,,,2,,,1,075000,2,,00457.6810,,2,1
03,1404003002,01420073,0012211090221502,01,01,4,1,50,02,03,2002,2,7,5220,3,096,88,2,,,2,,,88,8888,1,015000,1,2,,2,,00450.3078,,1,2
03,1404004000,01590159,0014213090221602,01,01,2,1,38,05,12,2002,2,4,7141,1,096,07,1,5122,42,1,07,2003,,,1,064000,1,1,049500,1,007450,00467.0777,,1,1
03,1404004000,01600212,0014213090221602,01,01,2,1,25,01,10,2001,2,4,8321,1,081,24,1,7122,24,1,12,2002,,,2,,,2,,2,,00470.1888,,2,2
03,1405005000,01810182,0014232130223302,01,01,2,1,38,02,10,1999,2,4,8322,1,081,88,1,8322,56,2,,,88,8888,1,080000,4,2,,2,,00482.2151,,1,1
03,1405005000,01880401,0014232130223302,01,01,6,2,49,99,99,9999,2,7,9999,9,999,99,9,9999,99,9,99,9999,,,9,999999,9,9,999999,9,999999,00463.2467,,1,
03,1405005000,01910504,0014232130223302,02,02,2,2,30,01,09,2001,2,6,0210,3,039,24,1,9131,24,1,08,2003,,,1,006000,4,1,165000,2,,00531.5740,,1,1
03,1405005000,01910504,0014232130223302,01,02,1,1,39,02,03,1999,2,3,8321,1,081,22,1,8323,22,1,01,2001,,,2,,,2,,2,,00485.4270,,2,2
03,1405005000,01930574,0014232130223302,01,01,2,2,30,01,08,2002,2,4,7435,1,039,12,1,9131,12,1,08,2003,,,1,017000,4,1,020000,2,,00485.4270,,2,1
03,1405013004,02030488,0013233220223802,01,01,2,2,46,02,11,1999,2,7,1312,8,018,02,1,1312,02,1,12,1999,,,2,,,2,,2,,00453.9769,,1,2
03,1405013004,02100424,0013233220223802,01,01,3,1,31,01,12,1998,1,7,4222,4,043,01,2,,,1,12,1998,,,2,,,2,,2,,00518.8709,,1,2
03,1407014002,02470046,0012233010225902,02,02,2,2,44,02,10,2000,2,4,7433,1,081,24,1,7433,48,1,11,2002,,,2,,,2,,2,,00473.1897,,2,2
03,1407014002,02470046,0012233010225902,01,02,1,1,44,02,09,2000,2,4,8322,1,081,24,1,5123,48,1,10,2002,,,2,,,2,,2,,00473.1897,,2,2
03,1407016002,02680101,0011231070226002,01,01,6,1,90,03,07,2003,3,1,6111,6,096,24,2,,,2,,,07,2005,2,,,2,,2,,00460.1961,,1,
03,1407016002,02760214,0011231070226002,01,01,1,1,56,03,04,2000,2,7,0221,1,052,24,1,8340,24,1,12,2002,,,2,,,2,,2,,00456.0955,,2,2
03,1408009003,03000012,0011221100227602,01,01,6,2,33,01,01,2002,1,7,0232,1,096,88,1,5131,21,2,,,88,8888,1,030000,1,2,,2,,00500.0328,,1,1
03,1409012000,03140055,0011243050229002,01,01,1,1,32,02,03,2002,2,4,7212,1,081,12,1,7212,36,1,04,2003,,,2,,,1,050000,2,,00456.6240,,2,1
03,1409012000,03200285,0011243050229002,01,01,3,2,38,02,08,2002,3,7,4115,1,081,24,1,9131,48,2,,,09,2004,1,048000,1,2,,2,,00455.4084,,1,1
03,1409012000,03280595,0011243050229002,01,01,2,1,50,05,11,2002,2,7,0232,1,052,10,1,8340,50,2,,,10,2003,1,120000,1,2,,2,,00434.0304,,1,1
03,1409012000,03290635,0011243050229002,01,01,2,1,39,01,04,2003,2,4,8321,1,050,24,1,7123,05,2,,,05,2005,1,042000,1,2,,2,,00453.6027,,1,1
03,1410025003,03550246,0014222100231502,01,01,3,2,22,99,99,9999,1,3,9999,1,999,99,9,9999,99,9,99,9999,,,9,999999,9,9,999999,9,999999,00479.5016,,1,2
03,1410025003,03580334,0014222100231502,01,01,4,1,35,01,06,2002,2,7,2152,1,081,26,1,7242,13,2,,,08,2004,1,020000,4,2,,2,,00467.1860,,1,1
03,1410025003,03590349,0014222100231502,02,02,3,2,29,01,04,2003,1,7,2131,4,095,01,2,,,1,05,2003,,,2,,,1,000000,1,050000,00515.0064,,1,2
03,1410025003,03590349,0014222100231502,01,02,3,1,33,02,04,2003,1,7,2141,4,095,01,2,,,1,05,2003,,,2,,,1,000000,1,004000,00512.9640,,1,2
03,1410028001,03680047,0012212130231702,01,01,4,1,30,02,03,2002,2,6,0920,1,081,24,1,1490,50,2,,,03,2004,1,180000,4,2,,1,004800,00497.4732,,1,1
